Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALIA ,3217,2132,63,160,
ALIMENA ,1821,1278,51,119,
ALIMINUSA ,1076,755,12,31,
ALTAVILLA MILICIA ,6383,4041,79,227,
ALTOFONTE ,8448,5380,42,214,
BAGHERIA ,44762,28963,252,1156,
BALESTRATE ,5400,3425,50,156,
BAUCINA ,1608,1203,23,79,
BELMONTE MEZZAGNO ,8614,5556,118,365,
BISACQUINO ,4022,2622,91,263,
BLUFI ,906,578,23,55,
BOLOGNETTA ,3311,2136,40,170,
BOMPIETRO ,1239,754,24,69,
BORGETTO ,5850,3458,78,176,
CACCAMO ,6814,4988,101,435,
CALTAVUTURO ,3466,2173,68,226,
CAMPOFELICE DI FITALIA ,444,291,5,15,
CAMPOFELICE DI ROCCELLA ,5887,4062,62,215,
CAMPOFIORITO ,1100,805,32,53,
CAMPOREALE ,2724,1835,68,191,
CAPACI ,9189,5725,61,130,
CARINI ,29053,16652,151,447,
CASTELBUONO ,7519,5177,97,304,
CASTELDACCIA ,9001,6044,74,239,
CASTELLANA SICULA ,2936,1958,50,175,
CASTRONOVO DI SICILIA ,2647,1827,74,178,
CEFALA' DIANA ,848,591,13,33,
CEFALU' ,12118,8126,131,470,
CERDA ,4274,2671,48,192,
CHIUSA SCLAFANI ,2486,1653,45,160,
CIMINNA ,3207,2038,57,157,
CINISI ,9451,6390,56,157,
COLLESANO ,3450,2233,47,156,
CONTESSA ENTELLINA ,1538,1074,47,94,
CORLEONE ,9025,5762,125,447,
FICARAZZI ,9581,5980,70,198,
GANGI ,5911,4098,109,314,
GERACI SICULO ,1593,1007,30,134,
GIARDINELLO ,1756,1213,27,57,
GIULIANA ,1762,1164,51,144,
GODRANO ,988,747,17,55,
GRATTERI ,866,500,8,31,
ISNELLO ,1368,919,27,63,
ISOLA DELLE FEMMINE ,5842,3829,29,88,
LASCARI ,2877,1949,32,112,
LERCARA FRIDDI ,5579,3668,110,267,
MARINEO ,5478,4058,47,255,
MEZZOJUSO ,2388,1590,43,161,
MISILMERI ,22536,13949,180,757,
MONREALE ,31137,19090,165,810,
MONTELEPRE ,5016,3581,58,173,
MONTEMAGGIORE BELSITO ,3011,1812,37,124,
PALAZZO ADRIANO ,1868,1282,46,172,
PALERMO ,542939,331953,2214,9358,
PARTINICO ,25001,15636,229,789,
PETRALIA SOPRANA ,2856,2087,58,204,
PETRALIA SOTTANA ,2572,1735,33,129,
PIANA DEGLI ALBANESI ,4944,3421,39,154,
POLIZZI GENEROSA ,3023,1936,44,185,
POLLINA ,2548,1952,36,138,
PRIZZI ,4234,2806,106,369,
ROCCAMENA ,1256,831,25,70,
ROCCAPALUMBA ,2171,1282,36,86,
SAN CIPIRELLO ,4273,2823,48,157,
SAN GIUSEPPE JATO ,6903,4406,72,251,
SAN MAURO CASTELVERDE ,1552,777,16,52,
SANTA CRISTINA GELA ,769,546,8,33,
SANTA FLAVIA ,8924,5879,81,286,
SCIARA ,2267,1310,55,133,
SCILLATO ,537,332,15,36,
SCLAFANI BAGNI ,414,232,9,34,
TERMINI IMERESE ,21659,14273,159,623,
TERRASINI ,9543,5979,57,175,
TORRETTA ,3290,2024,35,95,
TRABIA ,8491,5529,99,272,
TRAPPETO ,2652,1714,33,69,
USTICA ,1111,553,11,36,
VALLEDOLMO ,3203,1930,39,138,
VENTIMIGLIA DI SICILIA ,1665,1191,27,107,
VICARI ,2392,1483,41,129,
VILLABATE ,15339,8982,97,335,
VILLAFRATI ,2785,1841,57,168,
